year,month,day,week_day,hour,requests
2018,5,31,3,4,38254
2018,5,31,3,5,48626
2018,5,31,3,6,78220
2018,5,31,3,7,131915
2018,5,31,3,8,199248
2018,5,31,3,9,250100
2018,5,31,3,10,281235
2018,5,31,3,11,301871
2018,5,31,3,12,275012
2018,5,31,3,13,278683
2018,5,31,3,14,290015
2018,5,31,3,15,297729
2018,5,31,3,16,311082
2018,5,31,3,17,304221
2018,5,31,3,18,278265
2018,5,31,3,19,231800
2018,5,31,3,20,192212
2018,5,31,3,21,156110
2018,5,31,3,22,119131
2018,5,31,3,23,83574
2018,6,1,4,0,59338
2018,6,1,4,1,42972
2018,6,1,4,2,36954
2018,6,1,4,3,33585
2018,6,1,4,4,34582
2018,6,1,4,5,45652
2018,6,1,4,6,79200
2018,6,1,4,7,140070
2018,6,1,4,8,216207
2018,6,1,4,9,273232
2018,6,1,4,10,306318
2018,6,1,4,11,318223
2018,6,1,4,12,292131
2018,6,1,4,13,296664
2018,6,1,4,14,312602
2018,6,1,4,15,322873
2018,6,1,4,16,339226
2018,6,1,4,17,332337
2018,6,1,4,18,309513
2018,6,1,4,19,269066
2018,6,1,4,20,227056
2018,6,1,4,21,185989
2018,6,1,4,22,151476
2018,6,1,4,23,113445
2018,6,2,5,0,81394
2018,6,2,5,1,60303
2018,6,2,5,2,48369
2018,6,2,5,3,42063
2018,6,2,5,4,39460
2018,6,2,5,5,42396
2018,6,2,5,6,55005
2018,6,2,5,7,83085
2018,6,2,5,8,143062
2018,6,2,5,9,216948
2018,6,2,5,10,274540
2018,6,2,5,11,306774
2018,6,2,5,12,303948
2018,6,2,5,13,292713
2018,6,2,5,14,291693
2018,6,2,5,15,291205
2018,6,2,5,16,285015
2018,6,2,5,17,276350
2018,6,2,5,18,259751
2018,6,2,5,19,232771
2018,6,2,5,20,203352
2018,6,2,5,21,176695
2018,6,2,5,22,153645
2018,6,2,5,23,121761
2018,6,3,6,0,92439
2018,6,3,6,1,69594
2018,6,3,6,2,55587
2018,6,3,6,3,46520
2018,6,3,6,4,40910
2018,6,3,6,5,39619
2018,6,3,6,6,45524
2018,6,3,6,7,62103
2018,6,3,6,8,99170
2018,6,3,6,9,153511
2018,6,3,6,10,206286
2018,6,3,6,11,242141
2018,6,3,6,12,247908
2018,6,3,6,13,240217
2018,6,3,6,14,241558
2018,6,3,6,15,245803
2018,6,3,6,16,245101
2018,6,3,6,17,239290
2018,6,3,6,18,229869
2018,6,3,6,19,209440
2018,6,3,6,20,186346
2018,6,3,6,21,153929
2018,6,3,6,22,117797
2018,6,3,6,23,80163
2018,6,4,0,0,54015
2018,6,4,0,1,40126
2018,6,4,0,2,34826
2018,6,4,0,3,32467
2018,6,4,0,4,34378
2018,6,4,0,5,49950
2018,6,4,0,6,89640
2018,6,4,0,7,153960
2018,6,4,0,8,223697
2018,6,4,0,9,269042
2018,6,4,0,10,290553
2018,6,4,0,11,299200
2018,6,4,0,12,269320
2018,6,4,0,13,279036
2018,6,4,0,14,291842
2018,6,4,0,15,295363
2018,6,4,0,16,317946
2018,6,4,0,17,312183
2018,6,4,0,18,268548
2018,6,4,0,19,215196
2018,6,4,0,20,197105
2018,6,4,0,21,135370
2018,6,4,0,22,100374
2018,6,4,0,23,67088
2018,6,5,1,0,47785
2018,6,5,1,1,39973
2018,6,5,1,2,35976
2018,6,5,1,3,31264
2018,6,5,1,4,32182
2018,6,5,1,5,46405
2018,6,5,1,6,83309
2018,6,5,1,7,144925
2018,6,5,1,8,213048
2018,6,5,1,9,256309
2018,6,5,1,10,276036
2018,6,5,1,11,286729
2018,6,5,1,12,262271
2018,6,5,1,13,271143
2018,6,5,1,14,280875
2018,6,5,1,15,290430
2018,6,5,1,16,311616
2018,6,5,1,17,308578
2018,6,5,1,18,272141
2018,6,5,1,19,222368
2018,6,5,1,20,182823
2018,6,5,1,21,145912
2018,6,5,1,22,109850
2018,6,5,1,23,73671
2018,6,6,2,0,50365
2018,6,6,2,1,38223
2018,6,6,2,2,33582
2018,6,6,2,3,31842
2018,6,6,2,4,32747
2018,6,6,2,5,45549
2018,6,6,2,6,82225
2018,6,6,2,7,142909
2018,6,6,2,8,210243
2018,6,6,2,9,254386
2018,6,6,2,10,278594
2018,6,6,2,11,292970
2018,6,6,2,12,267247
2018,6,6,2,13,277832
2018,6,6,2,14,293679
2018,6,6,2,15,297492
2018,6,6,2,16,312050
2018,6,6,2,17,310876
2018,6,6,2,18,269155
2018,6,6,2,19,221042
2018,6,6,2,20,214840
2018,6,6,2,21,144130
2018,6,6,2,22,108987
2018,6,6,2,23,73700
2018,6,7,3,0,51004
2018,6,7,3,1,42168
2018,6,7,3,2,39269
2018,6,7,3,3,32811
2018,6,7,3,4,33057
2018,6,7,3,5,46799
2018,6,7,3,6,83230
2018,6,7,3,7,142398
2018,6,7,3,8,210635
2018,6,7,3,9,253650
2018,6,7,3,10,277717
2018,6,7,3,11,295922
2018,6,7,3,12,265862
2018,6,7,3,13,273156
2018,6,7,3,14,284080
2018,6,7,3,15,295467
2018,6,7,3,16,318471
2018,6,7,3,17,315584
2018,6,7,3,18,282669
2018,6,7,3,19,233725
2018,6,7,3,20,194650
2018,6,7,3,21,157488
2018,6,7,3,22,123561
2018,6,7,3,23,85960
2018,6,8,4,0,61494
2018,6,8,4,1,47500
2018,6,8,4,2,51932
2018,6,8,4,3,38585
2018,6,8,4,4,36701
2018,6,8,4,5,49810
2018,6,8,4,6,84262
2018,6,8,4,7,144982
2018,6,8,4,8,215965
2018,6,8,4,9,264087
2018,6,8,4,10,291387
2018,6,8,4,11,310964
2018,6,8,4,12,284870
2018,6,8,4,13,292118
2018,6,8,4,14,306012
2018,6,8,4,15,319851
2018,6,8,4,16,340564
2018,6,8,4,17,332599
2018,6,8,4,18,302422
2018,6,8,4,19,260152
2018,6,8,4,20,222686
2018,6,8,4,21,183084
2018,6,8,4,22,148668
2018,6,8,4,23,118161
2018,6,9,5,0,81775
2018,6,9,5,1,57375
2018,6,9,5,2,47194
2018,6,9,5,3,40387
2018,6,9,5,4,38894
2018,6,9,5,5,42868
2018,6,9,5,6,56827
2018,6,9,5,7,85836
2018,6,9,5,8,146220
2018,6,9,5,9,216618
2018,6,9,5,10,270612
2018,6,9,5,11,299242
2018,6,9,5,12,299385
2018,6,9,5,13,286562
2018,6,9,5,14,289633
2018,6,9,5,15,290723
2018,6,9,5,16,286895
2018,6,9,5,17,276651
2018,6,9,5,18,262410
2018,6,9,5,19,243892
2018,6,9,5,20,210823
2018,6,9,5,21,175417
2018,6,9,5,22,153462
2018,6,9,5,23,121686
2018,6,10,6,0,92807
2018,6,10,6,1,68515
2018,6,10,6,2,54138
2018,6,10,6,3,45323
2018,6,10,6,4,41144
2018,6,10,6,5,41152
2018,6,10,6,6,45268
2018,6,10,6,7,62728
2018,6,10,6,8,100899
2018,6,10,6,9,153234
2018,6,10,6,10,203946
2018,6,10,6,11,247928
2018,6,10,6,12,245441
2018,6,10,6,13,232996
2018,6,10,6,14,238413
2018,6,10,6,15,236577
2018,6,10,6,16,234758
2018,6,10,6,17,229262
2018,6,10,6,18,225437
2018,6,10,6,19,206041
2018,6,10,6,20,185033
2018,6,10,6,21,152254
2018,6,10,6,22,116608
2018,6,10,6,23,77866
2018,6,11,0,0,52985
2018,6,11,0,1,39160
2018,6,11,0,2,33900
2018,6,11,0,3,32385
2018,6,11,0,4,34770
2018,6,11,0,5,51064
2018,6,11,0,6,90295
2018,6,11,0,7,150836
2018,6,11,0,8,220175
2018,6,11,0,9,264771
2018,6,11,0,10,286061
2018,6,11,0,11,297848
2018,6,11,0,12,271643
2018,6,11,0,13,281588
2018,6,11,0,14,291202
2018,6,11,0,15,300045
2018,6,11,0,16,317245
2018,6,11,0,17,313360
2018,6,11,0,18,273600
2018,6,11,0,19,221315
2018,6,11,0,20,217829
2018,6,11,0,21,146057
2018,6,11,0,22,108563
2018,6,11,0,23,76271
2018,6,12,1,0,61090
2018,6,12,1,1,39557
2018,6,12,1,2,33592
2018,6,12,1,3,32512
2018,6,12,1,4,32457
2018,6,12,1,5,46956
2018,6,12,1,6,82061
2018,6,12,1,7,143296
2018,6,12,1,8,213021
2018,6,12,1,9,251797
2018,6,12,1,10,272725
2018,6,12,1,11,286594
2018,6,12,1,12,259407
2018,6,12,1,13,269506
2018,6,12,1,14,282398
2018,6,12,1,15,293690
2018,6,12,1,16,311304
2018,6,12,1,17,308627
2018,6,12,1,18,271702
2018,6,12,1,19,221283
2018,6,12,1,20,180389
2018,6,12,1,21,139818
2018,6,12,1,22,106527
2018,6,12,1,23,71630
2018,6,13,2,0,51326
2018,6,13,2,1,40511
2018,6,13,2,2,37330
2018,6,13,2,3,32877
2018,6,13,2,4,32967
2018,6,13,2,5,47741
2018,6,13,2,6,81725
2018,6,13,2,7,140781
2018,6,13,2,8,206745
2018,6,13,2,9,250255
2018,6,13,2,10,276480
2018,6,13,2,11,289310
2018,6,13,2,12,266552
2018,6,13,2,13,279444
2018,6,13,2,14,296627
2018,6,13,2,15,297802
2018,6,13,2,16,311773
2018,6,13,2,17,306832
2018,6,13,2,18,271775
2018,6,13,2,19,223062
2018,6,13,2,20,226491
2018,6,13,2,21,145182
2018,6,13,2,22,113290
2018,6,13,2,23,76805
2018,6,14,3,0,53588
2018,6,14,3,1,41249
2018,6,14,3,2,35402
2018,6,14,3,3,33160
2018,6,14,3,4,34982
2018,6,14,3,5,47534
2018,6,14,3,6,81528
2018,6,14,3,7,143920
2018,6,14,3,8,216409
2018,6,14,3,9,257750
2018,6,14,3,10,278307
2018,6,14,3,11,294552
2018,6,14,3,12,269564
2018,6,14,3,13,277366
2018,6,14,3,14,288873
2018,6,14,3,15,300862
2018,6,14,3,16,319371
2018,6,14,3,17,313090
2018,6,14,3,18,279541
2018,6,14,3,19,237244
2018,6,14,3,20,196510
2018,6,14,3,21,159631
2018,6,14,3,22,130475
2018,6,14,3,23,89377
2018,6,15,4,0,59289
2018,6,15,4,1,42923
2018,6,15,4,2,36935
2018,6,15,4,3,34435
2018,6,15,4,4,36612
2018,6,15,4,5,50891
2018,6,15,4,6,85501
2018,6,15,4,7,151655
2018,6,15,4,8,227210
2018,6,15,4,9,277855
2018,6,15,4,10,301391
2018,6,15,4,11,314654
2018,6,15,4,12,290259
2018,6,15,4,13,293439
2018,6,15,4,14,305116
2018,6,15,4,15,315641
2018,6,15,4,16,333735
2018,6,15,4,17,328507
2018,6,15,4,18,304775
2018,6,15,4,19,274013
2018,6,15,4,20,223755
2018,6,15,4,21,182488
2018,6,15,4,22,161826
2018,6,15,4,23,117033
2018,6,16,5,0,81334
2018,6,16,5,1,59190
2018,6,16,5,2,47975
2018,6,16,5,3,42868
2018,6,16,5,4,41167
2018,6,16,5,5,46246
2018,6,16,5,6,59103
2018,6,16,5,7,87972
2018,6,16,5,8,145734
2018,6,16,5,9,220493
2018,6,16,5,10,276580
2018,6,16,5,11,308941
2018,6,16,5,12,299015
2018,6,16,5,13,282350
2018,6,16,5,14,291393
2018,6,16,5,15,287196
2018,6,16,5,16,279286
2018,6,16,5,17,277477
2018,6,16,5,18,259339
2018,6,16,5,19,231441
2018,6,16,5,20,204665
2018,6,16,5,21,173640
2018,6,16,5,22,141760
2018,6,16,5,23,130555
2018,6,17,6,0,92182
2018,6,17,6,1,68410
2018,6,17,6,2,54237
2018,6,17,6,3,45703
2018,6,17,6,4,41362
2018,6,17,6,5,41673
2018,6,17,6,6,46796
2018,6,17,6,7,63705
2018,6,17,6,8,98767
2018,6,17,6,9,151844
2018,6,17,6,10,205497
2018,6,17,6,11,239819
2018,6,17,6,12,241376
2018,6,17,6,13,232413
2018,6,17,6,14,230589
2018,6,17,6,15,236219
2018,6,17,6,16,243991
2018,6,17,6,17,233970
2018,6,17,6,18,221240
2018,6,17,6,19,219185
2018,6,17,6,20,174065
2018,6,17,6,21,140366
2018,6,17,6,22,129033
2018,6,17,6,23,79372
2018,6,18,0,0,80057
2018,6,18,0,1,43671
2018,6,18,0,2,35488
2018,6,18,0,3,33249
2018,6,18,0,4,34784
2018,6,18,0,5,51046
2018,6,18,0,6,89782
2018,6,18,0,7,150592
2018,6,18,0,8,224251
2018,6,18,0,9,270976
2018,6,18,0,10,292227
2018,6,18,0,11,304889
2018,6,18,0,12,276918
2018,6,18,0,13,284531
2018,6,18,0,14,293431
2018,6,18,0,15,299025
2018,6,18,0,16,316122
2018,6,18,0,17,311823
2018,6,18,0,18,273430
2018,6,18,0,19,226684
2018,6,18,0,20,198155
2018,6,18,0,21,149130
2018,6,18,0,22,114706
2018,6,18,0,23,74676
2018,6,19,1,0,76839
2018,6,19,1,1,44226
2018,6,19,1,2,34423
2018,6,19,1,3,32385
2018,6,19,1,4,33353
2018,6,19,1,5,47957
2018,6,19,1,6,82241
2018,6,19,1,7,143758
2018,6,19,1,8,215848
2018,6,19,1,9,260627
2018,6,19,1,10,283637
2018,6,19,1,11,297773
2018,6,19,1,12,266015
2018,6,19,1,13,276544
2018,6,19,1,14,286758
2018,6,19,1,15,295240
2018,6,19,1,16,313686
2018,6,19,1,17,310546
2018,6,19,1,18,275384
2018,6,19,1,19,232859
2018,6,19,1,20,188157
2018,6,19,1,21,151989
2018,6,19,1,22,119969
2018,6,19,1,23,79026
2018,6,20,2,0,86623
2018,6,20,2,1,54012
2018,6,20,2,2,35274
2018,6,20,2,3,33268
2018,6,20,2,4,34091
2018,6,20,2,5,48168
2018,6,20,2,6,90534
2018,6,20,2,7,146548
2018,6,20,2,8,217233
2018,6,20,2,9,265041
2018,6,20,2,10,292748
2018,6,20,2,11,302527
2018,6,20,2,12,278919
2018,6,20,2,13,288718
2018,6,20,2,14,297219
2018,6,20,2,15,294867
2018,6,20,2,16,312483
2018,6,20,2,17,311970
2018,6,20,2,18,278130
2018,6,20,2,19,234593
2018,6,20,2,20,220871
2018,6,20,2,21,154090
2018,6,20,2,22,124279
2018,6,20,2,23,81457
2018,6,21,3,0,64218
2018,6,21,3,1,42048
2018,6,21,3,2,36806
2018,6,21,3,3,34038
2018,6,21,3,4,34860
2018,6,21,3,5,49372
2018,6,21,3,6,84072
2018,6,21,3,7,145712
2018,6,21,3,8,216599
2018,6,21,3,9,294427
2018,6,21,3,10,307007
2018,6,21,3,11,303481
2018,6,21,3,12,273232
2018,6,21,3,13,280562
2018,6,21,3,14,290705
2018,6,21,3,15,299678
2018,6,21,3,16,318781
2018,6,21,3,17,311072
2018,6,21,3,18,275193
2018,6,21,3,19,241599
2018,6,21,3,20,199448
2018,6,21,3,21,160923
2018,6,21,3,22,131005
2018,6,21,3,23,88533
2018,6,22,4,0,64120
2018,6,22,4,1,51471
2018,6,22,4,2,42558
2018,6,22,4,3,39456
2018,6,22,4,4,37788
2018,6,22,4,5,51630
2018,6,22,4,6,84426
2018,6,22,4,7,143227
2018,6,22,4,8,215662
2018,6,22,4,9,268143
2018,6,22,4,10,298730
2018,6,22,4,11,316190
2018,6,22,4,12,293093
2018,6,22,4,13,299628
2018,6,22,4,14,311380
2018,6,22,4,15,318085
2018,6,22,4,16,342066
2018,6,22,4,17,334132
2018,6,22,4,18,308671
2018,6,22,4,19,278076
2018,6,22,4,20,217792
2018,6,22,4,21,174722
2018,6,22,4,22,175626
2018,6,22,4,23,124980
2018,6,23,5,0,120079
2018,6,23,5,1,74194
2018,6,23,5,2,53154
2018,6,23,5,3,46411
2018,6,23,5,4,52924
2018,6,23,5,5,47667
2018,6,23,5,6,61337
2018,6,23,5,7,91312
2018,6,23,5,8,149954
2018,6,23,5,9,219279
2018,6,23,5,10,277756
2018,6,23,5,11,310058
2018,6,23,5,12,310490
2018,6,23,5,13,299149
2018,6,23,5,14,301255
2018,6,23,5,15,296422
2018,6,23,5,16,291468
2018,6,23,5,17,280439
2018,6,23,5,18,263165
2018,6,23,5,19,242131
2018,6,23,5,20,203722
2018,6,23,5,21,172455
2018,6,23,5,22,164353
2018,6,23,5,23,125210
2018,6,24,6,0,95578
2018,6,24,6,1,83063
2018,6,24,6,2,56562
2018,6,24,6,3,49156
2018,6,24,6,4,43499
2018,6,24,6,5,44104
2018,6,24,6,6,49514
2018,6,24,6,7,65927
2018,6,24,6,8,102203
2018,6,24,6,9,153217
2018,6,24,6,10,207749
2018,6,24,6,11,244700
2018,6,24,6,12,248468
2018,6,24,6,13,239784
2018,6,24,6,14,243421
2018,6,24,6,15,246155
2018,6,24,6,16,247303
2018,6,24,6,17,239781
2018,6,24,6,18,230900
2018,6,24,6,19,215647
2018,6,24,6,20,190092
2018,6,24,6,21,156908
2018,6,24,6,22,123960
2018,6,24,6,23,79466
2018,6,25,0,0,54372
2018,6,25,0,1,40095
2018,6,25,0,2,35291
2018,6,25,0,3,33379
2018,6,25,0,4,35871
2018,6,25,0,5,52359
2018,6,25,0,6,89333
2018,6,25,0,7,150562
2018,6,25,0,8,219276
2018,6,25,0,9,274669
2018,6,25,0,10,303319
2018,6,25,0,11,318002
2018,6,25,0,12,287915
2018,6,25,0,13,296590
2018,6,25,0,14,305628
2018,6,25,0,15,312144
2018,6,25,0,16,328154
2018,6,25,0,17,321810
2018,6,25,0,18,288707
2018,6,25,0,19,239372
2018,6,25,0,20,216236
2018,6,25,0,21,148280
2018,6,25,0,22,123801
2018,6,25,0,23,79095
2018,6,26,1,0,63990
2018,6,26,1,1,41191
2018,6,26,1,2,36457
2018,6,26,1,3,33471
2018,6,26,1,4,34479
2018,6,26,1,5,47379
2018,6,26,1,6,82029
2018,6,26,1,7,141632
2018,6,26,1,8,215769
2018,6,26,1,9,266383
2018,6,26,1,10,292826
2018,6,26,1,11,305012
2018,6,26,1,12,278561
2018,6,26,1,13,287833
2018,6,26,1,14,296716
2018,6,26,1,15,306861
2018,6,26,1,16,320267
2018,6,26,1,17,316547
2018,6,26,1,18,288217
2018,6,26,1,19,241710
2018,6,26,1,20,193131
2018,6,26,1,21,155013
2018,6,26,1,22,124476
2018,6,26,1,23,82492
2018,6,27,2,0,65484
2018,6,27,2,1,45342
2018,6,27,2,2,37535
2018,6,27,2,3,35469
2018,6,27,2,4,36928
2018,6,27,2,5,49046
2018,6,27,2,6,82156
2018,6,27,2,7,140015
2018,6,27,2,8,215611
2018,6,27,2,9,269225
2018,6,27,2,10,300157
2018,6,27,2,11,311440
2018,6,27,2,12,288042
2018,6,27,2,13,295307
2018,6,27,2,14,310613
2018,6,27,2,15,314086
2018,6,27,2,16,315269
2018,6,27,2,17,305421
2018,6,27,2,18,294372
2018,6,27,2,19,250369
2018,6,27,2,20,187534
2018,6,27,2,21,147826
2018,6,27,2,22,136104
2018,6,27,2,23,88380
2018,6,28,3,0,61691
2018,6,28,3,1,46227
2018,6,28,3,2,40299
2018,6,28,3,3,36727
2018,6,28,3,4,38084
2018,6,28,3,5,50695
2018,6,28,3,6,84181
2018,6,28,3,7,144464
2018,6,28,3,8,216951
2018,6,28,3,9,267917
2018,6,28,3,10,295293
2018,6,28,3,11,311232
2018,6,28,3,12,283348
2018,6,28,3,13,289751
2018,6,28,3,14,301141
2018,6,28,3,15,323692
2018,6,28,3,16,337099
2018,6,28,3,17,331718
2018,6,28,3,18,303694
2018,6,28,3,19,259302
2018,6,28,3,20,208982
2018,6,28,3,21,169441
2018,6,28,3,22,135114
2018,6,28,3,23,93011
2018,6,29,4,0,66383
2018,6,29,4,1,49662
2018,6,29,4,2,43767
2018,6,29,4,3,39909
2018,6,29,4,4,40585
2018,6,29,4,5,51521
2018,6,29,4,6,82459
2018,6,29,4,7,138384
2018,6,29,4,8,216062
2018,6,29,4,9,276452
2018,6,29,4,10,311745
2018,6,29,4,11,328269
2018,6,29,4,12,303436
2018,6,29,4,13,308962
2018,6,29,4,14,328237
2018,6,29,4,15,341778
2018,6,29,4,16,348839
2018,6,29,4,17,342723
2018,6,29,4,18,318762
2018,6,29,4,19,284527
2018,6,29,4,20,244967
2018,6,29,4,21,207599
2018,6,29,4,22,174526
2018,6,29,4,23,132130
2018,6,30,5,0,95719
2018,6,30,5,1,71422
2018,6,30,5,2,58471
2018,6,30,5,3,52760
2018,6,30,5,4,50793
2018,6,30,5,5,54000
2018,6,30,5,6,66621
2018,6,30,5,7,96627
2018,6,30,5,8,160228
2018,6,30,5,9,236676
2018,6,30,5,10,299432
2018,6,30,5,11,331394
2018,6,30,5,12,324037
2018,6,30,5,13,311525
2018,6,30,5,14,309193
2018,6,30,5,15,304779
2018,6,30,5,16,285015
2018,6,30,5,17,272936
2018,6,30,5,18,272957
2018,6,30,5,19,248965
2018,6,30,5,20,210179
2018,6,30,5,21,181852
2018,6,30,5,22,173829
2018,6,30,5,23,137697
2018,7,1,6,0,102132
2018,7,1,6,1,75583
2018,7,1,6,2,59907
2018,7,1,6,3,51724
2018,7,1,6,4,46537
2018,7,1,6,5,46549
2018,7,1,6,6,53433
2018,7,1,6,7,73315
2018,7,1,6,8,111268
2018,7,1,6,9,170912
2018,7,1,6,10,226408
2018,7,1,6,11,263967
2018,7,1,6,12,266090
2018,7,1,6,13,253765
2018,7,1,6,14,254216
2018,7,1,6,15,252672
2018,7,1,6,16,245085
2018,7,1,6,17,240357
2018,7,1,6,18,236939
2018,7,1,6,19,233960
2018,7,1,6,20,203780
2018,7,1,6,21,172300
2018,7,1,6,22,135323
2018,7,1,6,23,96684
2018,7,2,0,0,62059
2018,7,2,0,1,44429
2018,7,2,0,2,37409
2018,7,2,0,3,34503
2018,7,2,0,4,36445
2018,7,2,0,5,52623
2018,7,2,0,6,90253
2018,7,2,0,7,148064
2018,7,2,0,8,226189
2018,7,2,0,9,280779
2018,7,2,0,10,308220
2018,7,2,0,11,323455
2018,7,2,0,12,289532
2018,7,2,0,13,296863
2018,7,2,0,14,309144
2018,7,2,0,15,314888
2018,7,2,0,16,320068
2018,7,2,0,17,312343
2018,7,2,0,18,287397
2018,7,2,0,19,239271
2018,7,2,0,20,197044
2018,7,2,0,21,156593
2018,7,2,0,22,126060
2018,7,2,0,23,83225
2018,7,3,1,0,59573
2018,7,3,1,1,43110
2018,7,3,1,2,36822
2018,7,3,1,3,33771
2018,7,3,1,4,36608
2018,7,3,1,5,48931
2018,7,3,1,6,84024
2018,7,3,1,7,140900
2018,7,3,1,8,218247
2018,7,3,1,9,266576
2018,7,3,1,10,288495
2018,7,3,1,11,301688
2018,7,3,1,12,272939
2018,7,3,1,13,282498
2018,7,3,1,14,297173
2018,7,3,1,15,314585
2018,7,3,1,16,284830
2018,7,3,1,17,261503
2018,7,3,1,18,283129
2018,7,3,1,19,235184
2018,7,3,1,20,189534
2018,7,3,1,21,153391
2018,7,3,1,22,123181
2018,7,3,1,23,88423
2018,7,4,2,0,58024
2018,7,4,2,1,43877
2018,7,4,2,2,36554
2018,7,4,2,3,33602
2018,7,4,2,4,34650
2018,7,4,2,5,47742
2018,7,4,2,6,80905
2018,7,4,2,7,137938
2018,7,4,2,8,211977
2018,7,4,2,9,263561
2018,7,4,2,10,292152
2018,7,4,2,11,307641
2018,7,4,2,12,277926
2018,7,4,2,13,286390
2018,7,4,2,14,307496
2018,7,4,2,15,308310
2018,7,4,2,16,316476
2018,7,4,2,17,312914
2018,7,4,2,18,281931
2018,7,4,2,19,239531
2018,7,4,2,20,199789
2018,7,4,2,21,166752
2018,7,4,2,22,127925
2018,7,4,2,23,89311
2018,7,5,3,0,63455
2018,7,5,3,1,49708
2018,7,5,3,2,41162
2018,7,5,3,3,37096
2018,7,5,3,4,38034
2018,7,5,3,5,48955
2018,7,5,3,6,82135
2018,7,5,3,7,136370
2018,7,5,3,8,209087
2018,7,5,3,9,258462
2018,7,5,3,10,286666
2018,7,5,3,11,303277
2018,7,5,3,12,272368
2018,7,5,3,13,282331
2018,7,5,3,14,299087
2018,7,5,3,15,315618
2018,7,5,3,16,324252
2018,7,5,3,17,318811
2018,7,5,3,18,288200
2018,7,5,3,19,250160
2018,7,5,3,20,213968
2018,7,5,3,21,172328
2018,7,5,3,22,132994
2018,7,5,3,23,94444
2018,7,6,4,0,67335
2018,7,6,4,1,51484
2018,7,6,4,2,42811
2018,7,6,4,3,40197
2018,7,6,4,4,40195
2018,7,6,4,5,53773
2018,7,6,4,6,84577
2018,7,6,4,7,135234
2018,7,6,4,8,207193
2018,7,6,4,9,266609
2018,7,6,4,10,302311
2018,7,6,4,11,321570
2018,7,6,4,12,296188
2018,7,6,4,13,301040
2018,7,6,4,14,325412
2018,7,6,4,15,320219
2018,7,6,4,16,319323
2018,7,6,4,17,317093
2018,7,6,4,18,308824
2018,7,6,4,19,278991
2018,7,6,4,20,234581
2018,7,6,4,21,194867
2018,7,6,4,22,178598
2018,7,6,4,23,136843
2018,7,7,5,0,102253
2018,7,7,5,1,79313
2018,7,7,5,2,65577
2018,7,7,5,3,60993
2018,7,7,5,4,58845
2018,7,7,5,5,64189
2018,7,7,5,6,77690
2018,7,7,5,7,107710
2018,7,7,5,8,166458
2018,7,7,5,9,240756
2018,7,7,5,10,302747
2018,7,7,5,11,334576
2018,7,7,5,12,331355
2018,7,7,5,13,318018
2018,7,7,5,14,320217
2018,7,7,5,15,315670
2018,7,7,5,16,302390
2018,7,7,5,17,285724
2018,7,7,5,18,277732
2018,7,7,5,19,254233
2018,7,7,5,20,220656
2018,7,7,5,21,189884
2018,7,7,5,22,166906
2018,7,7,5,23,146923
2018,7,8,6,0,106020
2018,7,8,6,1,78054
2018,7,8,6,2,64941
2018,7,8,6,3,55302
2018,7,8,6,4,50452
2018,7,8,6,5,51561
2018,7,8,6,6,59148
2018,7,8,6,7,79198
2018,7,8,6,8,118439
2018,7,8,6,9,174149
2018,7,8,6,10,231682
2018,7,8,6,11,270112
2018,7,8,6,12,271980
2018,7,8,6,13,260729
2018,7,8,6,14,264465
2018,7,8,6,15,260425
2018,7,8,6,16,256826
2018,7,8,6,17,254464
2018,7,8,6,18,250604
2018,7,8,6,19,235177
2018,7,8,6,20,212288
2018,7,8,6,21,183057
2018,7,8,6,22,145401
2018,7,8,6,23,98715
2018,7,9,0,0,66043
2018,7,9,0,1,48726
2018,7,9,0,2,40650
2018,7,9,0,3,38648
2018,7,9,0,4,40363
2018,7,9,0,5,56041
2018,7,9,0,6,91231
2018,7,9,0,7,145279
2018,7,9,0,8,222950
2018,7,9,0,9,284215
2018,7,9,0,10,315840
2018,7,9,0,11,329622
2018,7,9,0,12,298240
2018,7,9,0,13,304614
2018,7,9,0,14,319374
2018,7,9,0,15,320228
2018,7,9,0,16,330660
2018,7,9,0,17,325315
2018,7,9,0,18,294438
2018,7,9,0,19,248001
2018,7,9,0,20,207300
2018,7,9,0,21,172259
2018,7,9,0,22,132486
2018,7,9,0,23,91395
2018,7,10,1,0,63654
2018,7,10,1,1,45482
2018,7,10,1,2,39741
2018,7,10,1,3,36925
2018,7,10,1,4,37300
2018,7,10,1,5,49675
2018,7,10,1,6,81656
2018,7,10,1,7,131844
2018,7,10,1,8,209560
2018,7,10,1,9,267222
2018,7,10,1,10,300861
2018,7,10,1,11,315559
2018,7,10,1,12,284018
2018,7,10,1,13,295550
2018,7,10,1,14,304081
2018,7,10,1,15,310885
2018,7,10,1,16,317636
2018,7,10,1,17,318969
2018,7,10,1,18,292002
2018,7,10,1,19,251378
2018,7,10,1,20,195650
2018,7,10,1,21,154630
2018,7,10,1,22,140968
2018,7,10,1,23,96510
2018,7,11,2,0,65163
2018,7,11,2,1,49122
2018,7,11,2,2,42754
2018,7,11,2,3,39102
2018,7,11,2,4,40282
2018,7,11,2,5,52224
2018,7,11,2,6,82359
2018,7,11,2,7,132443
2018,7,11,2,8,205496
2018,7,11,2,9,268867
2018,7,11,2,10,302257
2018,7,11,2,11,319028
2018,7,11,2,12,286119
2018,7,11,2,13,298770
2018,7,11,2,14,313994
2018,7,11,2,15,313315
2018,7,11,2,16,322623
2018,7,11,2,17,320599
